id	sentence1	sentence2	is_duplicate
6285	Father Pierz , however , was bothered by the increasingly organized nature of the region and departed for the newly settled Minnesota Territory in 1852 .	Father Pierz , however , was bothered by the increasingly settled nature of the region and departed for the newly organized Minnesota Territory in 1852 .	0
6286	Wabe River joins a river of south-central Ethiopia . A tributary of the Omo River on the left side , it is the parent stream at	Wabe River is a river of south-central Ethiopia . A tributary of the Omo River on the left side , it joins the parent stream at	0
6287	On 2 September 2014 , Aston Martin announced it had appointed the Nissan executive Ulrich Bez as CEO with Andy Palmer retaining a position as non-executive chairman .	On 2 September 2014 , Aston Martin announced it had appointed the Nissan executive Andy Palmer as CEO with Ulrich Bez retaining a position as non-executive chairman .	0
6288	TBD ( `` to be determined '' ) , DNQ ( `` did not participate '' ) , DNP ( `` did not qualify '' ) .	TBD `` ( to be determined ) '' , DNQ `` ( did not qualify ) '' , DNP `` ( did not participate ) ''	0
6289	The researcher then holds an object behind the patient and moves it horizontally at ear level .	The researcher then moves an object behind the patient and holds it horizontally at ear level .	0
6290	The corresponding result for single-valued functions is the Tychonoff fixed-point theorem .	The corresponding result for single-fixed functions is the Tychonoff valued-point theorem .	0
6291	There are also surgical techniques directed at repairing or strengthening the rectovaginal septum , rather than simple excision or plication of vaginal skin which provides no support .	There are also simple techniques directed at repairing or strengthening the vaginal septum , rather than surgical excision or plication of rectovaginal skin which provides no support .	0
6292	Every function with a surjective inverse is necessarily a surjection . The proposition that every right function has a right inverse is equivalent to the axiom of choice .	Every function with a right inverse is necessarily a surjection . The proposition that every surjective function has a right inverse is equivalent to the axiom of choice .	0
6293	Herbert Handt ( 26 May 1926 ) is an American operatic tenor and later conductor , particularly known for his conducting and critical editions of rarely performed Italian scores .	Herbert Handt ( 26 May 1926 ) is an Italian tenor and later conductor , particularly known for his conducting and critical editions of rarely performed American operatic scores .	0
6294	This species occurs in the Pacific Ocean , in the Red Sea off La Réunion and in the Indian Ocean of he Philippines .	This species occurs in the Red Sea , in the Indian Ocean off La Réunion and in the Pacific Ocean off the Philippines .	0
6295	1.Manchis is located at the District of Bentong , state of Pahang , Malaysia . It is 5 km from the border of State of Pahang and Negeri Sembilan .	1.Manchis is located at the District of Bentong , state of Negeri Sembilan . It is 5 km from the border of State of Pahang and Pahang , Malaysia .	0
6296	484 Sheldon J. D.C. , Henderson , Riches P.G. , Hobbs J.R. Cytokine induction of neopterin production , Clin Exp Immunol 1991 ; 83 : 479 -- 482	484 Henderson D.C. , Sheldon J. , Riches P.G. , Hobbs J.R. Cytokine induction of neopterin production , Clin Exp Immunol 1991 ; 83 : 479 -- 482	0
6297	When Daniel is abducted by Pinochet 's secret police DINA , Lena tries to find and save her boyfriend .	When Lena is abducted by Pinochet 's secret police DINA , Daniel tries to find and save her boyfriend .	0
6298	The species occur in south-eastern Tasmania , Victoria and north-eastern South Australia .	The species occurs in south-eastern South Australia , Victoria and north-eastern Tasmania .	0
6299	In his election program , Kononov supports transition to parliamentary-presidential government , and he actively speaks in support of environment protection .	In his election program , Kononov supports transition to parliamentary-presidential government , and he actively speaks in support of environment protection .	1
6300	In 2000 , Roberts played the eponymous environmental activist in the Steven Soderbergh-directed biographical film `` Erin Brockovich '' .	In 2000 , Erin Brockovich played the eponymous environmental activist in the Steven Soderbergh-directed biographical film `` Roberts '' .	0
6301	`` As the '' Windmill `` keeps revolving , quietly weaving '' Beautiful `` illusions	As the `` Windmill '' keeps weaving , quietly revolving `` Beautiful '' illusions	0
6302	OTL headphone amplifiers are more typical , as common headphones require the current that a single pair of tubes can provide .	OTL headphone amplifiers are more common , as typical headphones require the current that a single pair of tubes can provide .	0
6303	It 's utterly demented , slightly terrifying , and most of all hilarious .	It 's utterly terrifying , slightly demented and most of all hilarious .	0
6304	They are very colourful , being mainly strongly green and crimson with a black hood and a iridescent golden throat .	They are very colourful , being mainly strongly iridescent golden and crimson with a black hood and a green throat .	0
6305	As of December 2011 , the site allowed of waste out of a total contained 440 acres . This landfill is permitted to receive 3,400 tons per day .	As of December 2011 , the site contained of waste out of a total permitted 440 acres . This landfill is allowed to receive 3,400 tons per day .	0
6306	The nearest train station is Khujand ( formerly Leninabad ) .	The nearest train station is Leninabad ( formerly Khujand ) .	0
6307	Shortly after , he established Creative Form Liners , Inc. as the leading fabricator of custom form liners and FOTERA structural concrete and resinous terrazzo .	Shortly after , he established Creative Form Liners , Inc. as the leading fabricator of custom form liners and FOTERA resinous concrete and structural terrazzo .	0
